Action,SKU,Product,Variation,Category,Location,Unit Selling Price,Current stock,Current Stock Value (By purchase price),Current Stock Value (By sale price),Potential profit,Total unit sold,Total Unit Transfered,Total Unit Adjusted,Custom Field1,Custom Field2,Custom Field3,Custom Field4
Product stock history,120329,MTN 5G HYNET FLEX,,ACCESSORIES,OWERRI 2 CONNECT / LITE,"₦ 80,000.000 View group prices",1.0 UNIT(S),"₦ 73,599.995","₦ 80,000.000","₦ 6,400.005",108.0 UNIT(S),1.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120329,MTN 5G HYNET FLEX,,ACCESSORIES,ALAKAHIA CONNECT / LITE,"₦ 80,000.000 View group prices",0.0 UNIT(S),"₦ 1,692,799.544",₦ 0.000,"₦ -1,692,799.544",189.0 UNIT(S),7.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120329,MTN 5G HYNET FLEX,,ACCESSORIES,ALVAN 2 CONNECT POINT,"₦ 80,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120329,MTN 5G HYNET FLEX,,ACCESSORIES,HEAD OFFICE,"₦ 80,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),18.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120329,MTN 5G HYNET FLEX,,ACCESSORIES,ASABA INPLANT,"₦ 80,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,14.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120329,MTN 5G HYNET FLEX,,ACCESSORIES,ONITSHA 2 CONNECT LITE,"₦ 80,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,34.0 UNIT(S),14.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120329,MTN 5G HYNET FLEX,,ACCESSORIES,AWKA CONNECT / LITE,"₦ 80,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,26.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120329,MTN 5G HYNET FLEX,,ACCESSORIES,OKIGWE HUB,"₦ 80,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,4.0 UNIT(S),6.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120329,MTN 5G HYNET FLEX,,ACCESSORIES,EBU AWKA,"₦ 80,000.000 View group prices",5.0 UNIT(S),"₦ 367,999.980","₦ 400,000.000","₦ 32,000.020",24.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120329,MTN 5G HYNET FLEX,,ACCESSORIES,AIRPORT CONNECT POINT,"₦ 80,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,8.0 UNIT(S),1.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120329,MTN 5G HYNET FLEX,,ACCESSORIES,IMSU CONNECT POINT,"₦ 80,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120330,INFINIX HOT 10 LTE,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120331,INFINIX HOT 10 PLAY 64GB/4G,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120332,INFINIX HOT 12i (2/64),,PHONES,OWERRI 2 CONNECT / LITE,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120333,INFINIX HOT 20i (4/64),,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120334,INFINIX HOT 30I (4/128GB),,PHONES,OWERRI 2 CONNECT / LITE,"₦ 102,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,2.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120335,INFINIX HOT 11 PLAY 64/4,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120336,INFINIX NOTE 12i,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120337,INFINIX NOTE 11 128/4,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120338,INFINIX SMART 6 4G 32/2,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120339,INFINIX SMART 7 PLUS,,PHONES,AWKA CONNECT / LITE,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120340,ITEL 2060,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120341,ITEL 2090,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120342,ITEL 2150,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120343,ITEL 2160,,PHONES,ULAKWO CONNECT POINT,"₦ 15,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120343,ITEL 2160,,PHONES,UNIZIK 1,"₦ 15,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,5.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120343,ITEL 2160,,PHONES,UNIZIK 2,"₦ 15,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120343,ITEL 2160,,PHONES,IMSU CONNECT POINT,"₦ 15,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,4.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120343,ITEL 2160,,PHONES,IMT CONNECT LITE,"₦ 15,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,5.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120343,ITEL 2160,,PHONES,ESUT CONNECT POINT,"₦ 15,000.000 View group prices",2.0 UNIT(S),"₦ 12,600.000","₦ 30,000.000","₦ 17,400.000",2.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120343,ITEL 2160,,PHONES,OKIGWE HUB,"₦ 15,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,11.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120343,ITEL 2160,,PHONES,OWERRI 2 CONNECT / LITE,"₦ 15,000.000 View group prices",8.0 UNIT(S),"₦ 110,400.000","₦ 120,000.000","₦ 9,600.000",121.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120343,ITEL 2160,,PHONES,AIRPORT CONNECT POINT,"₦ 15,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,9.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120343,ITEL 2160,,PHONES,AWKA CONNECT / LITE,"₦ 15,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,71.0 UNIT(S),25.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120343,ITEL 2160,,PHONES,ALAKAHIA CONNECT / LITE,"₦ 15,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120343,ITEL 2160,,PHONES,ELELE CONNECT POINT,"₦ 15,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120344,itel 2163,,PHONES,AWKA CONNECT / LITE,"₦ 13,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,70.0 UNIT(S),16.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120344,itel 2163,,PHONES,ALAKAHIA CONNECT / LITE,"₦ 13,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,4.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120344,itel 2163,,PHONES,OWERRI 2 CONNECT / LITE,"₦ 13,000.000 View group prices",10.0 UNIT(S),"₦ 119,000.000","₦ 130,000.000","₦ 11,000.000",45.0 UNIT(S),5.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120344,itel 2163,,PHONES,IMT CONNECT LITE,"₦ 13,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,5.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120344,itel 2163,,PHONES,IMSU CONNECT POINT,"₦ 13,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,6.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120344,itel 2163,,PHONES,UNIZIK 2,"₦ 13,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120344,itel 2163,,PHONES,OKIGWE HUB,"₦ 13,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,11.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120344,itel 2163,,PHONES,AIRPORT CONNECT POINT,"₦ 13,000.000 View group prices",1.0 UNIT(S),"₦ 12,500.000","₦ 13,000.000",₦ 500.000,47.0 UNIT(S),4.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120345,ITEL 2171,,PHONES,ESUT CONNECT POINT,"₦ 9,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120346,ITEL 2173,,PHONES,OWERRI 2 CONNECT / LITE,"₦ 8,200.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,25.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120346,ITEL 2173,,PHONES,ESUT CONNECT POINT,"₦ 8,200.000 View group prices",2.0 UNIT(S),"₦ 15,600.000","₦ 16,400.000",₦ 800.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120346,ITEL 2173,,PHONES,UNIZIK 2,"₦ 8,200.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120346,ITEL 2173,,PHONES,IMT CONNECT LITE,"₦ 8,200.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,2.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120346,ITEL 2173,,PHONES,IMSU CONNECT POINT,"₦ 8,200.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120346,ITEL 2173,,PHONES,AWKA CONNECT / LITE,"₦ 8,200.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,16.0 UNIT(S),4.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120346,ITEL 2173,,PHONES,ELELE CONNECT POINT,"₦ 8,200.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120346,ITEL 2173,,PHONES,OKIGWE HUB,"₦ 8,200.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,2.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120347,ITEL 2180,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120348,ITEL 2190,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120349,ITEL 5020,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120350,ITEL 5606,,PHONES,OWERRI 2 CONNECT / LITE,"₦ 18,000.000 View group prices",1.0 UNIT(S),"₦ 17,500.000","₦ 18,000.000",₦ 500.000,34.0 UNIT(S),2.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120350,ITEL 5606,,PHONES,AWKA CONNECT / LITE,"₦ 18,000.000 View group prices",7.0 UNIT(S),"₦ 114,800.000","₦ 126,000.000","₦ 11,200.000",23.0 UNIT(S),3.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120350,ITEL 5606,,PHONES,UNIZIK 1,"₦ 18,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120350,ITEL 5606,,PHONES,OKIGWE HUB,"₦ 18,000.000 View group prices",3.0 UNIT(S),"₦ 49,600.000","₦ 54,000.000","₦ 4,400.000",1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120351,ITEL 5610,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120352,ITEL 5615,,PHONES,OWERRI 2 CONNECT / LITE,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,5.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120352,ITEL 5615,,PHONES,AWKA CONNECT / LITE,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,10.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120353,ITEL A16 PLUS,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120354,ITEL A23,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120355,ITEL P38 32/2,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120363,NOKIA 110,,PHONES,ALAKAHIA CONNECT / LITE,"₦ 11,400.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120364,NOKIA 105 DS,,PHONES,AIRPORT CONNECT POINT,"₦ 16,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,37.0 UNIT(S),10.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120364,NOKIA 105 DS,,PHONES,OWERRI 2 CONNECT / LITE,"₦ 16,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,15.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120364,NOKIA 105 DS,,PHONES,AWKA CONNECT / LITE,"₦ 16,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,10.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120364,NOKIA 105 DS,,PHONES,ALAKAHIA CONNECT / LITE,"₦ 16,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,10.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120365,Nokia1 Adroid,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120366,PPSK,,SIM CARDS,ULI CONNECT POINT,₦ 700.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,94.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120366,PPSK,,SIM CARDS,STATE SEC CONNECT POINT,₦ 700.000 View group prices,1.0 UNIT(S),₦ 187.500,₦ 700.000,₦ 512.500,159.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120366,PPSK,,SIM CARDS,OANDO CONNECT POINT,₦ 700.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,11.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120366,PPSK,,SIM CARDS,MBAITOLI CONNECT POINT,₦ 700.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,10.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120366,PPSK,,SIM CARDS,IGBARIAM CONNECT POINT,₦ 700.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,125.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120366,PPSK,,SIM CARDS,NEKEDE CONNECT LITE,₦ 700.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,182.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120366,PPSK,,SIM CARDS,ULAKWO CONNECT POINT,₦ 700.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,12.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120366,PPSK,,SIM CARDS,ELELE CONNECT POINT,₦ 700.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,38.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120366,PPSK,,SIM CARDS,UMUAGWO CONNECT POINT,₦ 700.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,7.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120366,PPSK,,SIM CARDS,ONITSHA 2 CONNECT LITE,₦ 700.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,71.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,ALVAN 1 CONNECT POINT,₦ 700.000 View group prices,443.0 UNIT(S),"₦ 265,799.271","₦ 310,100.000","₦ 44,300.729",976.0 UNIT(S),205.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,ALAKAHIA CONNECT / LITE,₦ 700.000 View group prices,"1,428.0 UNIT(S)","₦ 2,087,563.758","₦ 999,600.000","₦ -1,087,963.758","15,078.0 UNIT(S)","5,350.0 UNIT(S)",0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,AWKA CONNECT / LITE,₦ 700.000 View group prices,"2,071.0 UNIT(S)","₦ 1,242,593.787","₦ 1,449,700.000","₦ 207,106.213","25,068.0 UNIT(S)","12,580.0 UNIT(S)",0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,ONITSHA 2 CONNECT LITE,₦ 700.000 View group prices,"2,678.0 UNIT(S)","₦ 1,616,991.915","₦ 1,874,600.000","₦ 257,608.085","12,454.0 UNIT(S)","23,645.0 UNIT(S)",0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,AIRPORT CONNECT POINT,₦ 700.000 View group prices,343.0 UNIT(S),"₦ 205,798.971","₦ 240,100.000","₦ 34,301.029","4,496.0 UNIT(S)","5,200.0 UNIT(S)",0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,OWERRI 2 CONNECT / LITE,₦ 700.000 View group prices,386.0 UNIT(S),"₦ 231,598.842","₦ 270,200.000","₦ 38,601.158","22,801.0 UNIT(S)","3,150.0 UNIT(S)",0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,OKIGWE HUB,₦ 700.000 View group prices,392.0 UNIT(S),"₦ 235,200.000","₦ 274,400.000","₦ 39,200.000","5,071.0 UNIT(S)",400.0 UNIT(S),34.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,IGWURUTA CONNECT POINT,₦ 700.000 View group prices,595.0 UNIT(S),"₦ 358,798.650","₦ 416,500.000","₦ 57,701.350","2,942.0 UNIT(S)",163.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,ELELE CONNECT POINT,₦ 700.000 View group prices,57.0 UNIT(S),"₦ 34,199.829","₦ 39,900.000","₦ 5,700.171","1,787.0 UNIT(S)",0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,ULAKWO CONNECT POINT,₦ 700.000 View group prices,90.0 UNIT(S),"₦ 54,000.000","₦ 63,000.000","₦ 9,000.000",686.0 UNIT(S),0.0 UNIT(S),12.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,ESUT CONNECT POINT,₦ 700.000 View group prices,33.0 UNIT(S),"₦ 19,800.000","₦ 23,100.000","₦ 3,300.000",141.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,UNIZIK 2,₦ 700.000 View group prices,52.0 UNIT(S),"₦ 31,199.844","₦ 36,400.000","₦ 5,200.156","2,927.0 UNIT(S)",31.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,UNIZIK 1,₦ 700.000 View group prices,67.0 UNIT(S),"₦ 40,199.799","₦ 46,900.000","₦ 6,700.201","1,974.0 UNIT(S)",0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,UMUAGWO CONNECT POINT,₦ 700.000 View group prices,168.0 UNIT(S),"₦ 90,999.624","₦ 117,600.000","₦ 26,600.376",57.0 UNIT(S),150.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,STATE SEC CONNECT POINT,₦ 700.000 View group prices,207.0 UNIT(S),"₦ 124,199.400","₦ 144,900.000","₦ 20,700.600",463.0 UNIT(S),130.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,NEKEDE CONNECT LITE,₦ 700.000 View group prices,231.0 UNIT(S),"₦ 138,599.307","₦ 161,700.000","₦ 23,100.693","3,114.0 UNIT(S)",245.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,IGBARIAM CONNECT POINT,₦ 700.000 View group prices,311.0 UNIT(S),"₦ 186,599.400","₦ 217,700.000","₦ 31,100.600","1,239.0 UNIT(S)",0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,IMSU CONNECT POINT,₦ 700.000 View group prices,279.0 UNIT(S),"₦ 167,399.163","₦ 195,300.000","₦ 27,900.837","1,936.0 UNIT(S)",155.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,ALVAN 2 CONNECT POINT,₦ 700.000 View group prices,31.0 UNIT(S),"₦ 18,599.907","₦ 21,700.000","₦ 3,100.093",699.0 UNIT(S),65.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,OKO CONNECT POINT,₦ 700.000 View group prices,239.0 UNIT(S),"₦ 143,399.283","₦ 167,300.000","₦ 23,900.717","2,270.0 UNIT(S)",0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,ASABA INPLANT,₦ 700.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,"2,535.0 UNIT(S)",745.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,OANDO CONNECT POINT,₦ 700.000 View group prices,168.0 UNIT(S),"₦ 100,799.496","₦ 117,600.000","₦ 16,800.504","1,296.0 UNIT(S)",0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,ULI CONNECT POINT,₦ 700.000 View group prices,215.0 UNIT(S),"₦ 128,999.355","₦ 150,500.000","₦ 21,500.645","2,017.0 UNIT(S)",0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,IHIALA  CONNECT POINT,₦ 700.000 View group prices,578.0 UNIT(S),"₦ 346,798.500","₦ 404,600.000","₦ 57,801.500","2,884.0 UNIT(S)",0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,MBAITOLI CONNECT POINT,₦ 700.000 View group prices,99.0 UNIT(S),"₦ 59,399.703","₦ 69,300.000","₦ 9,900.297","7,061.0 UNIT(S)",470.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120367,PPWB,,SIM CARDS,IMT CONNECT LITE,₦ 700.000 View group prices,36.0 UNIT(S),"₦ 21,599.892","₦ 25,200.000","₦ 3,600.108",836.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120368,SAMSUNG A03 4/64GB,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
